epoch,epoch_seconds,train_loss,val_loss,val_balanced_accuracy,val_macro_auc
1,392.06622195243835,1.3404003999146985,0.9560543153160497,0.6611160029326302,0.9296305220357665
2,390.230281829834,0.8357889000479518,0.7872624246697677,0.7308090913345153,0.9476988128305726
3,388.6181411743164,0.6235742671729674,0.7616573435381839,0.745150700898918,0.9529308121061563
4,398.94455575942993,0.4617085874116646,0.7518131498286599,0.7598279356294311,0.9591869202801826
5,393.10340213775635,0.3640109660010227,0.778528933148635,0.7549926250688003,0.9610555274596722
