epoch,epoch_seconds,train_loss,val_loss,val_balanced_accuracy,val_macro_auc,backbone,stage,epochs_requested
1,363.6608364582062,1.331778314214273,1.1002260178013852,0.6119847683943274,0.909537100910905,densenet121,phase1_plus_2_plus_3,5
2,361.6675066947937,1.0182158854196963,0.934284782158701,0.6711422618891215,0.9339309984589352,densenet121,phase1_plus_2_plus_3,5
3,368.4062864780426,0.8675933979888705,0.8368690975088823,0.7119663457270835,0.9412831578919766,densenet121,phase1_plus_2_plus_3,5
4,359.02285599708557,0.7863232356977886,0.7967139168789512,0.7120591398177363,0.9528761083539041,densenet121,phase1_plus_2_plus_3,5
5,360.3473570346832,0.7118437546261022,0.7762909835263302,0.7217318792900033,0.9505675685644175,densenet121,phase1_plus_2_plus_3,5
