epoch,epoch_seconds,train_loss,val_loss,val_balanced_accuracy,val_macro_auc,backbone,stage,epochs_requested
1,58.7628858089447,1.6147711549935433,1.2924945329755082,0.43578125,0.8286779348278257,efficientnet_b0,phase1_plus_2_plus_3,1
