backbone,stage,checkpoint_path,n_images,n_lesions,milk_lesion_macro_auc,milk_lesion_bacc,isic_val_macro_auc,isic_val_bacc,auc_generalization_gap,bacc_generalization_gap,inference_elapsed_hms
resnet50,phase1_plus_2_plus_3_plus_4,/sfs/gpfs/tardis/home/gsr3qz/UVA_MSDS_DS_6050_ML_III_Deep_Learning_Project_Ashby_Colbert_Kuchta_Pugmire/outputs/checkpoints/resnet50_phase1_plus_2_plus_3_plus_4_best.pt,10274,5137,0.8420134673786654,0.45444627649844715,0.9472661597249132,0.7113592151441938,0.10525269234624779,0.2569129386457466,2:26
