backbone,stage,stage_order,checkpoint_path,n_images,n_lesions,milk_lesion_macro_auc,milk_lesion_bacc,isic_val_macro_auc,isic_val_bacc,milk_lesion_auc_AK,milk_lesion_auc_BCC,milk_lesion_auc_BKL,milk_lesion_auc_DF,milk_lesion_auc_MEL,milk_lesion_auc_NV,milk_lesion_auc_SCC,milk_lesion_auc_VASC,auc_generalization_gap,bacc_generalization_gap,inference_elapsed_hms,delta_isic_val_bacc_from_prev,delta_milk_lesion_bacc_from_prev,delta_bacc_gap_from_prev,bacc_gap_narrowing_from_prev,delta_isic_val_macro_auc_from_prev,delta_milk_lesion_macro_auc_from_prev,delta_auc_gap_from_prev,auc_gap_narrowing_from_prev
densenet121,baseline,0,/sfs/gpfs/tardis/home/gsr3qz/UVA_MSDS_DS_6050_ML_III_Deep_Learning_Project_Ashby_Colbert_Kuchta_Pugmire/outputs/checkpoints/densenet121_baseline_best.pt,10274,5137,0.8474881528875681,0.4849833000761111,0.956321403372944,0.7416119709433814,0.6883420654849928,0.8646931098114792,0.7442315512096412,0.9264389985628924,0.8829959936467296,0.9465776023709233,0.7408507065952517,0.9857751954186347,0.10883325048537595,0.25662867086727026,0:51,,,,,,,,
densenet121,phase1_plus_2,1,/sfs/gpfs/tardis/home/gsr3qz/UVA_MSDS_DS_6050_ML_III_Deep_Learning_Project_Ashby_Colbert_Kuchta_Pugmire/outputs/checkpoints/densenet121_phase1_plus_2_best.pt,10274,5137,0.8664619577180599,0.5423174075550978,0.9550128379586506,0.7367266208815453,0.7545336867157961,0.8756048115019947,0.7883852185550901,0.9522577717267984,0.8675011260460376,0.9478152057309521,0.7516255135825123,0.9939723278852987,0.08855088024059066,0.19440921332644745,0:52,-0.004885350061836102,0.05733410747898671,-0.06221945754082281,0.06221945754082281,-0.0013085654142934722,0.018973804830491825,-0.020282370244785297,0.020282370244785297
densenet121,phase1_plus_2_plus_3,2,/sfs/gpfs/tardis/home/gsr3qz/UVA_MSDS_DS_6050_ML_III_Deep_Learning_Project_Ashby_Colbert_Kuchta_Pugmire/outputs/checkpoints/densenet121_phase1_plus_2_plus_3_best.pt,10274,5137,0.8597644207288988,0.5162613439838106,0.952876108353904,0.7120591398177363,0.736870708171355,0.8658151668756624,0.776413676182426,0.9324143408214205,0.8853889007420053,0.9465983613814023,0.7391830366370633,0.9954311750198555,0.09311168762500521,0.19579779583392565,0:54,-0.024667481063809005,-0.026056063571287202,0.0013885825074781977,-0.0013885825074781977,-0.0021367296047465345,-0.00669753698916109,0.004560807384414556,-0.004560807384414556
densenet121,phase1_plus_2_plus_3_plus_4,3,/sfs/gpfs/tardis/home/gsr3qz/UVA_MSDS_DS_6050_ML_III_Deep_Learning_Project_Ashby_Colbert_Kuchta_Pugmire/outputs/checkpoints/densenet121_phase1_plus_2_plus_3_plus_4_best.pt,10274,5137,0.8462125102029836,0.4409938052900204,0.9398233492121604,0.6971369716088868,0.669291774026389,0.8555172607251218,0.7396141506896683,0.9596097118221012,0.855188108953844,0.9236825507695181,0.7737897947120493,0.9930067299251766,0.09361083900917677,0.25614316631886636,0:52,-0.014922168208849507,-0.07526753869379021,0.06034537048494071,-0.06034537048494071,-0.013052759141743642,-0.0135519105259152,0.0004991513841715589,-0.0004991513841715589
