epoch,epoch_seconds,train_loss,val_loss,val_balanced_accuracy,val_macro_auc,backbone,stage,epochs_requested
1,26.587937831878662,1.9523669483201749,1.75158835445661,0.32307291666666665,0.727939007792118,resnet50,baseline,1
