backbone,stage,checkpoint_path,n_images,n_lesions,milk_lesion_macro_auc,milk_lesion_bacc,isic_val_macro_auc,isic_val_bacc,auc_generalization_gap,bacc_generalization_gap,inference_elapsed_hms
densenet121,phase1_plus_2_plus_3_plus_4,/sfs/gpfs/tardis/home/gsr3qz/UVA_MSDS_DS_6050_ML_III_Deep_Learning_Project_Ashby_Colbert_Kuchta_Pugmire/outputs/checkpoints/densenet121_phase1_plus_2_plus_3_plus_4_best.pt,10274,5137,0.8521722830131757,0.5603778674182103,0.964058736968342,0.8057627502039493,0.11188645395516628,0.245384882785739,0:49
