epoch,epoch_seconds,train_loss,val_loss,val_balanced_accuracy,val_macro_auc,backbone,stage,epochs_requested
1,60.98495435714722,1.5033201017718434,1.2626783427796833,0.50171875,0.8472750354507435,resnet50,phase1_plus_2_plus_3,1
