epoch,epoch_seconds,train_loss,val_loss,val_balanced_accuracy,val_macro_auc
1,357.2660961151123,1.2388506574153701,0.9719074690969367,0.6552078714203832,0.9269162951505603
2,362.9298918247223,0.7916952256629063,0.805235185623169,0.7200479801065063,0.9493204310492249
3,365.9479341506958,0.5604516054311525,0.8856296275791369,0.7108300242121725,0.9465339662665475
4,361.76513934135437,0.39588490173779145,0.8252634408599452,0.7453303399315296,0.9511897143540108
5,344.0110414028168,0.28807115646925335,0.8476586469851042,0.7307855285746592,0.9556672979411045
